Year,Area FIPS Code,Group Code,State,Group,Age,Race,Civilian non-institutional population,Civilian labor force,Civilian labor force Percent of population,Employment Number,Employment Percent of population,Unemployment Number,Unemployment Rate
2014,23,7,Maine,Black or African American,Total,Black,12,8,66.9,7,59.8,1,10.7
2014,24,1,Maryland,Total,Total,Total,"4,684","3,097",66.1,"2,918",62.3,179,5.8
2014,24,4,Maryland,White,Total,White,"2,836","1,869",65.9,"1,781",62.8,88,4.7
2014,24,7,Maryland,Black or African American,Total,Black,"1,375",894,65,818,59.5,76,8.5
2014,24,10,Maryland,Asian,Total,Asian,339,239,70.6,233,68.6,7,2.8
2014,24,13,Maryland,Hispanic or Latino ethnicity,Total,Hispanic,389,293,75.3,276,71.1,16,5.6
2014,25,1,Massachusetts,Total,Total,Total,"5,446","3,558",65.3,"3,353",61.6,205,5.8
2014,25,4,Massachusetts,White,Total,White,"4,533","2,967",65.5,"2,815",62.1,153,5.2
2014,25,7,Massachusetts,Black or African American,Total,Black,410,252,61.4,224,54.8,27,10.8
2014,25,10,Massachusetts,Asian,Total,Asian,357,241,67.5,223,62.4,18,7.5
2014,25,13,Massachusetts,Hispanic or Latino ethnicity,Total,Hispanic,482,321,66.6,286,59.3,35,10.9
2014,26,1,Michigan,Total,Total,Total,"7,846","4,749",60.5,"4,406",56.2,343,7.2
2014,26,4,Michigan,White,Total,White,"6,344","3,864",60.9,"3,638",57.3,226,5.8
2014,26,7,Michigan,Black or African American,Total,Black,"1,046",603,57.6,507,48.5,96,15.9
2014,26,10,Michigan,Asian,Total,Asian,288,188,65.4,179,62.2,9,4.8
2014,26,13,Michigan,Hispanic or Latino ethnicity,Total,Hispanic,313,222,70.9,202,64.6,20,8.8
2014,27,1,Minnesota,Total,Total,Total,"4,259","2,971",69.8,"2,853",67,119,4
2014,27,4,Minnesota,White,Total,White,"3,777","2,640",69.9,"2,552",67.6,88,3.3
2014,27,7,Minnesota,Black or African American,Total,Black,210,149,71.1,132,63,17,11.4
2014,27,10,Minnesota,Asian,Total,Asian,169,107,63.3,100,59.1,7,6.6
2014,27,13,Minnesota,Hispanic or Latino ethnicity,Total,Hispanic,175,134,76.6,125,71.3,9,7
2014,28,1,Mississippi,Total,Total,Total,"2,274","1,231",54.1,"1,137",50,94,7.7
2014,28,4,Mississippi,White,Total,White,"1,408",780,55.4,739,52.5,42,5.3
2014,28,7,Mississippi,Black or African American,Total,Black,809,411,50.9,360,44.5,52,12.5
2014,28,13,Mississippi,Hispanic or Latino ethnicity,Total,Hispanic,50,36,71.5,34,66.6,2,6.8
2014,29,1,Missouri,Total,Total,Total,"4,719","3,049",64.6,"2,855",60.5,194,6.4
2014,29,4,Missouri,White,Total,White,"4,018","2,584",64.3,"2,453",61,131,5.1
2014,29,7,Missouri,Black or African American,Total,Black,515,333,64.8,286,55.4,48,14.4
2014,29,10,Missouri,Asian,Total,Asian,77,53,69,49,64.1,4,7.1
2014,29,13,Missouri,Hispanic or Latino ethnicity,Total,Hispanic,120,85,70.7,78,64.9,7,8.2
2014,30,1,Montana,Total,Total,Total,808,524,64.8,500,61.8,24,4.6
2014,30,4,Montana,White,Total,White,749,489,65.2,468,62.4,21,4.3
2014,30,13,Montana,Hispanic or Latino ethnicity,Total,Hispanic,18,13,68.9,11,62.5,1,9.4
2014,31,1,Nebraska,Total,Total,Total,"1,434","1,016",70.8,983,68.5,33,3.3
2014,31,4,Nebraska,White,Total,White,"1,309",927,70.8,900,68.8,27,2.9
2014,31,7,Nebraska,Black or African American,Total,Black,58,43,74.4,39,68.2,4,8.3
2014,31,13,Nebraska,Hispanic or Latino ethnicity,Total,Hispanic,135,102,75.6,97,71.3,6,5.7
2014,32,1,Nevada,Total,Total,Total,"2,210","1,396",63.2,"1,288",58.3,108,7.7
2014,32,4,Nevada,White,Total,White,"1,679","1,061",63.2,984,58.6,77,7.3
2014,32,7,Nevada,Black or African American,Total,Black,187,114,61,96,51.6,18,15.4
2014,32,10,Nevada,Asian,Total,Asian,182,110,60.2,106,58.3,3,3.2
2014,32,13,Nevada,Hispanic or Latino ethnicity,Total,Hispanic,522,373,71.5,345,66.1,28,7.5
2014,33,1,New Hampshire,Total,Total,Total,"1,079",739,68.5,708,65.6,31,4.2
2014,33,4,New Hampshire,White,Total,White,"1,025",703,68.5,673,65.6,30,4.2
2014,33,7,New Hampshire,Black or African American,Total,Black,14,10,69.8,9,64.9,1,7
2014,33,10,New Hampshire,Asian,Total,Asian,25,17,67.7,17,67.6,-3,0.2
2014,33,13,New Hampshire,Hispanic or Latino ethnicity,Total,Hispanic,27,22,80,20,71.9,2,10
2014,34,1,New Jersey,Total,Total,Total,"7,057","4,523",64.1,"4,221",59.8,302,6.7
2014,34,4,New Jersey,White,Total,White,"5,336","3,390",63.5,"3,188",59.7,202,6
2014,34,7,New Jersey,Black or African American,Total,Black,982,633,64.4,560,57,73,11.5
2014,34,10,New Jersey,Asian,Total,Asian,615,418,68,397,64.6,21,5.1
2014,34,13,New Jersey,Hispanic or Latino ethnicity,Total,Hispanic,"1,259",859,68.2,795,63.1,65,7.5
2014,35,1,New Mexico,Total,Total,Total,"1,601",917,57.3,852,53.2,64,7
2014,35,4,New Mexico,White,Total,White,"1,337",772,57.8,728,54.5,44,5.7
2014,35,7,New Mexico,Black or African American,Total,Black,42,26,62.6,23,54.7,3,12.5
2014,35,10,New Mexico,Asian,Total,Asian,38,23,58.8,21,55.6,1,5.5
2014,35,13,New Mexico,Hispanic or Latino ethnicity,Total,Hispanic,688,409,59.4,378,55,30,7.4
2014,36,1,New York,Total,Total,Total,"15,765","9,554",60.6,"8,946",56.7,608,6.4
2014,36,4,New York,White,Total,White,"11,324","6,897",60.9,"6,533",57.7,364,5.3
2014,36,7,New York,Black or African American,Total,Black,"2,641","1,592",60.3,"1,421",53.8,170,10.7
2014,36,10,New York,Asian,Total,Asian,"1,468",853,58.1,802,54.6,51,6
2014,36,13,New York,Hispanic or Latino ethnicity,Total,Hispanic,"2,597","1,539",59.3,"1,408",54.2,130,8.5
2014,37,1,North Carolina,Total,Total,Total,"7,690","4,648",60.4,"4,360",56.7,287,6.2
2014,37,4,North Carolina,White,Total,White,"5,501","3,325",60.4,"3,157",57.4,168,5
2014,37,7,North Carolina,Black or African American,Total,Black,"1,644",988,60.1,885,53.9,102,10.4
2014,37,10,North Carolina,Asian,Total,Asian,225,141,62.6,137,61.1,3,2.5
2014,37,13,North Carolina,Hispanic or Latino ethnicity,Total,Hispanic,633,456,72.1,427,67.4,30,6.5
2014,38,1,North Dakota,Total,Total,Total,572,417,72.9,405,70.9,12,2.8
2014,38,4,North Dakota,White,Total,White,519,382,73.5,374,71.9,8,2.2
2014,38,13,North Dakota,Hispanic or Latino ethnicity,Total,Hispanic,15,12,82,12,77.4,1,5.6
2014,39,1,Ohio,Total,Total,Total,"9,092","5,708",62.8,"5,390",59.3,318,5.6
2014,39,4,Ohio,White,Total,White,"7,720","4,892",63.4,"4,659",60.3,233,4.8
2014,39,7,Ohio,Black or African American,Total,Black,"1,056",615,58.2,543,51.5,71,11.6
2014,39,10,Ohio,Asian,Total,Asian,165,110,66.6,104,63.2,6,5
2014,39,13,Ohio,Hispanic or Latino ethnicity,Total,Hispanic,249,167,67.2,157,63.3,10,5.9
2014,40,1,Oklahoma,Total,Total,Total,"2,946","1,768",60,"1,688",57.3,80,4.5
2014,40,4,Oklahoma,White,Total,White,"2,288","1,365",59.7,"1,313",57.4,53,3.9
2014,40,7,Oklahoma,Black or African American,Total,Black,200,117,58.6,109,54.5,8,7
2014,40,13,Oklahoma,Hispanic or Latino ethnicity,Total,Hispanic,251,172,68.5,161,64.3,10,6
2014,41,1,Oregon,Total,Total,Total,"3,171","1,945",61.4,"1,807",57,138,7.1
2014,41,4,Oregon,White,Total,White,"2,822","1,726",61.2,"1,608",57,118,6.8
2014,41,7,Oregon,Black or African American,Total,Black,54,34,62.8,29,54.3,5,13.6
2014,41,10,Oregon,Asian,Total,Asian,141,90,64.1,86,61.3,4,4.4
2014,41,13,Oregon,Hispanic or Latino ethnicity,Total,Hispanic,298,202,67.8,182,61.3,19,9.6
2014,42,1,Pennsylvania,Total,Total,Total,"10,205","6,368",62.4,"6,005",58.8,364,5.7
2014,42,4,Pennsylvania,White,Total,White,"8,611","5,445",63.2,"5,172",60.1,274,5
2014,42,7,Pennsylvania,Black or African American,Total,Black,"1,075",616,57.3,549,51.1,67,10.9
2014,42,10,Pennsylvania,Asian,Total,Asian,328,201,61.1,191,58.2,9,4.7
2014,42,13,Pennsylvania,Hispanic or Latino ethnicity,Total,Hispanic,639,391,61.2,354,55.4,37,9.5
2014,44,1,Rhode Island,Total,Total,Total,852,554,65,511,60,43,7.7
2014,44,4,Rhode Island,White,Total,White,735,478,65.1,445,60.5,33,7
2014,44,7,Rhode Island,Black or African American,Total,Black,56,36,63.5,30,54.1,5,14.8
2014,44,10,Rhode Island,Asian,Total,Asian,34,23,67.6,22,64.1,1,5.2
2014,44,13,Rhode Island,Hispanic or Latino ethnicity,Total,Hispanic,98,64,65.3,54,54.8,10,16.1
2014,45,1,South Carolina,Total,Total,Total,"3,762","2,212",58.8,"2,070",55,142,6.4
2014,45,4,South Carolina,White,Total,White,"2,664","1,567",58.8,"1,484",55.7,83,5.3
2014,45,7,South Carolina,Black or African American,Total,Black,994,574,57.8,517,52,57,9.9
2014,45,10,South Carolina,Asian,Total,Asian,55,41,74.5,40,73.7,-3,1
2014,45,13,South Carolina,Hispanic or Latino ethnicity,Total,Hispanic,157,104,66.1,94,60.1,9,9
2014,46,1,South Dakota,Total,Total,Total,647,449,69.3,433,66.9,16,3.5
2014,46,4,South Dakota,White,Total,White,588,413,70.1,401,68.2,11,2.8
2014,46,13,South Dakota,Hispanic or Latino ethnicity,Total,Hispanic,15,12,82.5,12,77.4,1,6.1
2014,47,1,Tennessee,Total,Total,Total,"5,117","3,025",59.1,"2,826",55.2,199,6.6
2014,47,4,Tennessee,White,Total,White,"4,148","2,421",58.4,"2,287",55.1,134,5.5
2014,47,7,Tennessee,Black or African American,Total,Black,815,513,63,454,55.7,59,11.5
2014,47,10,Tennessee,Asian,Total,Asian,55,36,64.7,34,62.7,1,3.1
2014,47,13,Tennessee,Hispanic or Latino ethnicity,Total,Hispanic,247,175,70.8,167,67.7,8,4.4
2014,48,1,Texas,Total,Total,Total,"20,095","13,115",65.3,"12,453",62,662,5
2014,48,4,Texas,White,Total,White,"16,264","10,551",64.9,"10,097",62.1,454,4.3
2014,48,7,Texas,Black or African American,Total,Black,"2,433","1,618",66.5,"1,465",60.2,153,9.5
2014,48,10,Texas,Asian,Total,Asian,885,592,66.9,567,64.1,25,4.2
2014,48,13,Texas,Hispanic or Latino ethnicity,Total,Hispanic,"7,436","4,928",66.3,"4,665",62.7,263,5.3
2014,49,1,Utah,Total,Total,Total,"2,104","1,428",67.9,"1,372",65.2,55,3.9
2014,49,4,Utah,White,Total,White,"1,978","1,342",67.9,"1,292",65.3,51,3.8
2014,49,13,Utah,Hispanic or Latino ethnicity,Total,Hispanic,251,186,73.9,177,70.6,8,4.5
2014,50,1,Vermont,Total,Total,Total,514,348,67.6,333,64.8,14,4.2
2014,50,4,Vermont,White,Total,White,497,336,67.7,322,64.9,14,4.2
2014,51,1,Virginia,Total,Total,Total,"6,451","4,276",66.3,"4,055",62.9,221,5.2
2014,51,4,Virginia,White,Total,White,"4,684","3,104",66.3,"2,963",63.3,141,4.5
2014,51,7,Virginia,Black or African American,Total,Black,"1,216",793,65.3,728,59.9,65,8.2
2014,51,10,Virginia,Asian,Total,Asian,421,297,70.5,287,68.2,10,3.3
2014,51,13,Virginia,Hispanic or Latino ethnicity,Total,Hispanic,452,339,75,318,70.5,21,6.1
2014,53,1,Washington,Total,Total,Total,"5,524","3,488",63.1,"3,269",59.2,219,6.3
2014,53,4,Washington,White,Total,White,"4,511","2,834",62.8,"2,675",59.3,159,5.6
2014,53,7,Washington,Black or African American,Total,Black,193,125,64.9,108,56,17,13.8
2014,53,10,Washington,Asian,Total,Asian,433,278,64.3,265,61.2,14,4.9
2014,53,13,Washington,Hispanic or Latino ethnicity,Total,Hispanic,549,387,70.5,352,64.2,35,9
2014,54,1,West Virginia,Total,Total,Total,"1,485",791,53.3,739,49.8,52,6.6
2014,54,4,West Virginia,White,Total,White,"1,403",746,53.2,698,49.8,48,6.4
2014,54,7,West Virginia,Black or African American,Total,Black,48,25,52.7,23,47.5,3,9.9
2014,54,13,West Virginia,Hispanic or Latino ethnicity,Total,Hispanic,18,12,67.2,12,64.7,-3,3.7
2014,55,1,Wisconsin,Total,Total,Total,"4,534","3,091",68.2,"2,918",64.4,174,5.6
2014,55,4,Wisconsin,White,Total,White,"4,060","2,776",68.4,"2,653",65.4,123,4.4
2014,55,7,Wisconsin,Black or African American,Total,Black,259,160,61.9,127,49,33,20.8
2014,55,10,Wisconsin,Asian,Total,Asian,96,67,70.3,64,66.4,4,5.5
2014,55,13,Wisconsin,Hispanic or Latino ethnicity,Total,Hispanic,215,146,67.8,133,61.8,13,8.9
2014,56,1,Wyoming,Total,Total,Total,451,308,68.2,294,65.2,13,4.4
2014,56,4,Wyoming,White,Total,White,423,289,68.3,277,65.5,12,4.1
2014,56,7,Wyoming,Black or African American,Total,Black,7,5,72.2,5,66.7,-3,7.7
2014,56,13,Wyoming,Hispanic or Latino ethnicity,Total,Hispanic,34,25,74.8,24,71.9,1,3.9
2013,1,1,Alabama,Total,Total,Total,"3,767","2,185",58,"2,034",54,151,6.9
2013,1,4,Alabama,White,Total,White,"2,717","1,628",59.9,"1,543",56.8,86,5.3
2013,1,7,Alabama,Black or African American,Total,Black,945,492,52,432,45.7,60,12.1
2013,1,13,Alabama,Hispanic or Latino ethnicity,Total,Hispanic,125,84,67.4,79,63.4,5,6
2013,2,1,Alaska,Total,Total,Total,537,364,67.7,340,63.2,24,6.6
2013,2,4,Alaska,White,Total,White,404,276,68.4,261,64.6,15,5.5
2013,2,10,Alaska,Asian,Total,Asian,34,24,69.5,23,67.7,1,2.6
2013,2,13,Alaska,Hispanic or Latino ethnicity,Total,Hispanic,35,26,76.5,24,69.8,2,8.7
2013,4,1,Arizona,Total,Total,Total,"5,077","3,012",59.3,"2,770",54.6,242,8
2013,4,4,Arizona,White,Total,White,"4,321","2,582",59.7,"2,396",55.4,186,7.2
2013,4,7,Arizona,Black or African American,Total,Black,238,138,58,117,49.1,21,15.3
2013,4,10,Arizona,Asian,Total,Asian,190,108,57,97,50.9,11,10.6
2013,4,13,Arizona,Hispanic or Latino ethnicity,Total,Hispanic,"1,532",929,60.6,841,54.9,88,9.4
2013,5,1,Arkansas,Total,Total,Total,"2,276","1,306",57.4,"1,204",52.9,102,7.8
2013,5,4,Arkansas,White,Total,White,"1,842","1,063",57.7,995,54,68,6.4
2013,5,7,Arkansas,Black or African American,Total,Black,327,182,55.9,152,46.7,30,16.5
2013,5,10,Arkansas,Asian,Total,Asian,58,35,60.4,33,57.1,2,5.4
2013,5,13,Arkansas,Hispanic or Latino ethnicity,Total,Hispanic,133,89,67.1,82,61.7,7,8
2013,6,1,California,Total,Total,Total,"29,683","18,657",62.9,"17,001",57.3,"1,657",8.9
2013,6,4,California,White,Total,White,"22,037","13,888",63,"12,695",57.6,"1,194",8.6
2013,6,7,California,Black or African American,Total,Black,"1,887","1,052",55.8,887,47,165,15.7
2013,6,10,California,Asian,Total,Asian,"4,309","2,781",64.5,"2,601",60.4,180,6.5
2013,6,13,California,Hispanic or Latino ethnicity,Total,Hispanic,"10,372","6,787",65.4,"6,095",58.8,692,10.2
2013,8,1,Colorado,Total,Total,Total,"4,063","2,765",68.1,"2,583",63.6,183,6.6
2013,8,4,Colorado,White,Total,White,"3,656","2,506",68.6,"2,348",64.2,158,6.3
2013,8,7,Colorado,Black or African American,Total,Black,157,107,68,95,60.4,12,11.3
2013,8,10,Colorado,Asian,Total,Asian,118,72,61.1,71,59.6,2,2.5
2013,8,13,Colorado,Hispanic or Latino ethnicity,Total,Hispanic,742,503,67.8,453,61,50,9.9
2013,9,1,Connecticut,Total,Total,Total,"2,855","1,852",64.9,"1,710",59.9,142,7.7
2013,9,4,Connecticut,White,Total,White,"2,344","1,512",64.5,"1,406",60,106,7
2013,9,7,Connecticut,Black or African American,Total,Black,299,194,64.8,168,56.2,26,13.3
2013,9,10,Connecticut,Asian,Total,Asian,162,109,67.2,104,64.1,5,4.6
2013,9,13,Connecticut,Hispanic or Latino ethnicity,Total,Hispanic,306,204,66.7,179,58.5,25,12.2
2013,10,1,Delaware,Total,Total,Total,728,440,60.4,409,56.1,31,7
2013,10,4,Delaware,White,Total,White,542,322,59.5,303,55.9,19,5.9
2013,10,7,Delaware,Black or African American,Total,Black,151,93,61.9,83,55.1,10,10.9
2013,10,10,Delaware,Asian,Total,Asian,25,17,67.4,16,64.3,1,4.6
2013,10,13,Delaware,Hispanic or Latino ethnicity,Total,Hispanic,54,38,70.6,35,64.6,3,8.5
2013,11,1,District of Columbia,Total,Total,Total,535,372,69.6,340,63.6,32,8.6
2013,11,4,District of Columbia,White,Total,White,246,200,81.4,193,78.3,8,3.9
2013,11,7,District of Columbia,Black or African American,Total,Black,255,146,57.2,124,48.6,22,15.2
2013,11,10,District of Columbia,Asian,Total,Asian,21,17,78,16,74.4,1,4.5
2013,11,13,District of Columbia,Hispanic or Latino ethnicity,Total,Hispanic,49,38,77,35,71.8,3,6.8
2013,12,1,Florida,Total,Total,Total,"15,669","9,433",60.2,"8,763",55.9,671,7.1
2013,12,4,Florida,White,Total,White,"12,585","7,485",59.5,"7,030",55.9,455,6.1
2013,12,7,Florida,Black or African American,Total,Black,"2,374","1,497",63,"1,312",55.3,185,12.3
2013,12,10,Florida,Asian,Total,Asian,453,288,63.5,276,61.1,11,3.9
2013,12,13,Florida,Hispanic or Latino ethnicity,Total,Hispanic,"3,408","2,155",63.2,"1,982",58.2,173,8
2013,13,1,Georgia,Total,Total,Total,"7,567","4,747",62.7,"4,358",57.6,390,8.2
2013,13,4,Georgia,White,Total,White,"4,830","2,968",61.4,"2,794",57.9,173,5.8
2013,13,7,Georgia,Black or African American,Total,Black,"2,265","1,481",65.4,"1,281",56.6,199,13.5
2013,13,10,Georgia,Asian,Total,Asian,328,210,64.1,203,62,7,3.3
2013,13,13,Georgia,Hispanic or Latino ethnicity,Total,Hispanic,496,343,69.1,321,64.6,22,6.5
2013,15,1,Hawaii,Total,Total,Total,"1,070",645,60.3,614,57.4,31,4.8
2013,15,4,Hawaii,White,Total,White,238,144,60.5,138,57.7,7,4.6
2013,15,7,Hawaii,Black or African American,Total,Black,19,10,54.6,9,49.5,1,9.3
2013,15,10,Hawaii,Asian,Total,Asian,477,281,58.9,272,57,9,3.1
2013,15,13,Hawaii,Hispanic or Latino ethnicity,Total,Hispanic,86,54,63.2,50,58.1,4,8
2013,16,1,Idaho,Total,Total,Total,"1,209",774,64,724,59.8,51,6.5
2013,16,4,Idaho,White,Total,White,"1,149",734,63.9,690,60,45,6.1
2013,16,13,Idaho,Hispanic or Latino ethnicity,Total,Hispanic,128,91,71.4,82,64.7,9,9.4
2013,17,1,Illinois,Total,Total,Total,"10,020","6,553",65.4,"5,960",59.5,593,9.1
2013,17,4,Illinois,White,Total,White,"7,981","5,301",66.4,"4,881",61.2,420,7.9
2013,17,7,Illinois,Black or African American,Total,Black,"1,403",829,59.1,688,49,141,17
2013,17,10,Illinois,Asian,Total,Asian,474,318,67.1,305,64.4,13,4.1
2013,17,13,Illinois,Hispanic or Latino ethnicity,Total,Hispanic,"1,331",944,70.9,839,63,105,11.1
2013,18,1,Indiana,Total,Total,Total,"5,066","3,192",63,"2,948",58.2,244,7.7
2013,18,4,Indiana,White,Total,White,"4,494","2,835",63.1,"2,642",58.8,194,6.8
2013,18,7,Indiana,Black or African American,Total,Black,424,261,61.6,216,51,45,17.3
2013,18,10,Indiana,Asian,Total,Asian,75,48,63.6,46,60.8,2,4.4
2013,18,13,Indiana,Hispanic or Latino ethnicity,Total,Hispanic,241,174,72.3,162,67.3,12,6.9
2013,19,1,Iowa,Total,Total,Total,"2,404","1,679",69.8,"1,600",66.6,78,4.7
2013,19,4,Iowa,White,Total,White,"2,234","1,564",70,"1,494",66.9,70,4.5
2013,19,7,Iowa,Black or African American,Total,Black,64,41,64.5,37,57,5,11.5
2013,19,10,Iowa,Asian,Total,Asian,72,50,69.3,49,67.3,1,2.8
2013,19,13,Iowa,Hispanic or Latino ethnicity,Total,Hispanic,121,88,72.8,81,67.2,7,7.7
2013,20,1,Kansas,Total,Total,Total,"2,184","1,486",68.1,"1,403",64.3,83,5.6
2013,20,4,Kansas,White,Total,White,"1,909","1,304",68.3,"1,237",64.8,68,5.2
2013,20,7,Kansas,Black or African American,Total,Black,118,78,65.8,69,58,9,11.8
2013,20,10,Kansas,Asian,Total,Asian,74,47,63.1,45,60.8,2,3.6
2013,20,13,Kansas,Hispanic or Latino ethnicity,Total,Hispanic,170,120,70.6,110,64.9,10,8.1
2013,21,1,Kentucky,Total,Total,Total,"3,403","2,069",60.8,"1,901",55.9,168,8.1
2013,21,4,Kentucky,White,Total,White,"3,041","1,828",60.1,"1,689",55.5,139,7.6
2013,21,7,Kentucky,Black or African American,Total,Black,259,168,64.8,146,56.3,22,13.2
2013,21,10,Kentucky,Asian,Total,Asian,55,39,69.7,36,65.2,2,6.5
2013,21,13,Kentucky,Hispanic or Latino ethnicity,Total,Hispanic,106,75,70.5,67,62.9,8,10.8
2013,22,1,Louisiana,Total,Total,Total,"3,525","2,096",59.5,"1,949",55.3,147,7
2013,22,4,Louisiana,White,Total,White,"2,327","1,435",61.6,"1,364",58.6,71,4.9
2013,22,7,Louisiana,Black or African American,Total,Black,"1,076",590,54.9,518,48.2,72,12.2
2013,22,13,Louisiana,Hispanic or Latino ethnicity,Total,Hispanic,147,101,68.9,88,60.3,13,12.5
2013,23,1,Maine,Total,Total,Total,"1,086",711,65.4,663,61,48,6.8
2013,23,4,Maine,White,Total,White,"1,043",685,65.6,639,61.2,45,6.6
2013,23,7,Maine,Black or African American,Total,Black,12,7,60.4,6,51,1,15.6
2013,23,10,Maine,Asian,Total,Asian,13,10,74.8,10,71,1,5
2013,24,1,Maryland,Total,Total,Total,"4,642","3,128",67.4,"2,919",62.9,209,6.7
2013,24,4,Maryland,White,Total,White,"2,831","1,894",66.9,"1,792",63.3,102,5.4
2013,24,7,Maryland,Black or African American,Total,Black,"1,347",913,67.8,824,61.2,88,9.7
2013,24,10,Maryland,Asian,Total,Asian,330,225,68.4,215,65.1,11,4.8
2013,24,13,Maryland,Hispanic or Latino ethnicity,Total,Hispanic,402,312,77.4,296,73.5,16,5.1
2013,25,1,Massachusetts,Total,Total,Total,"5,387","3,484",64.7,"3,239",60.1,245,7
2013,25,4,Massachusetts,White,Total,White,"4,517","2,934",65,"2,742",60.7,192,6.6
2013,25,7,Massachusetts,Black or African American,Total,Black,396,240,60.6,215,54.2,25,10.6
2013,25,10,Massachusetts,Asian,Total,Asian,344,230,67,214,62.2,16,7.1
2013,25,13,Massachusetts,Hispanic or Latino ethnicity,Total,Hispanic,470,294,62.6,253,53.9,41,13.9
2013,26,1,Michigan,Total,Total,Total,"7,813","4,724",60.5,"4,317",55.3,407,8.6
2013,26,4,Michigan,White,Total,White,"6,376","3,891",61,"3,602",56.5,289,7.4
2013,26,7,Michigan,Black or African American,Total,Black,"1,050",595,56.7,497,47.4,98,16.5
2013,26,10,Michigan,Asian,Total,Asian,243,155,63.6,148,60.8,7,4.4
2013,26,13,Michigan,Hispanic or Latino ethnicity,Total,Hispanic,277,185,66.8,161,58.1,24,13
2013,27,1,Minnesota,Total,Total,Total,"4,225","2,960",70.1,"2,815",66.6,145,4.9
2013,27,4,Minnesota,White,Total,White,"3,737","2,605",69.7,"2,494",66.7,111,4.3
2013,27,7,Minnesota,Black or African American,Total,Black,202,143,70.6,121,60,21,15
2013,27,10,Minnesota,Asian,Total,Asian,200,150,75,142,70.7,9,5.7
2013,27,13,Minnesota,Hispanic or Latino ethnicity,Total,Hispanic,177,129,72.8,120,67.8,9,6.8
2013,28,1,Mississippi,Total,Total,Total,"2,262","1,259",55.7,"1,149",50.8,110,8.8
2013,28,4,Mississippi,White,Total,White,"1,410",812,57.6,763,54.1,49,6.1
2013,28,7,Mississippi,Black or African American,Total,Black,799,413,51.7,356,44.5,57,13.9
2013,28,13,Mississippi,Hispanic or Latino ethnicity,Total,Hispanic,43,32,74.2,28,65.2,4,12.1
2013,29,1,Missouri,Total,Total,Total,"4,693","3,015",64.2,"2,817",60,198,6.6
2013,29,4,Missouri,White,Total,White,"3,990","2,577",64.6,"2,424",60.8,153,5.9
2013,29,7,Missouri,Black or African American,Total,Black,507,304,60,271,53.4,34,11.1
2013,29,10,Missouri,Asian,Total,Asian,73,51,70.6,49,66.9,3,5.3
2013,29,13,Missouri,Hispanic or Latino ethnicity,Total,Hispanic,123,81,65.7,75,60.8,6,7.4
2013,30,1,Montana,Total,Total,Total,801,512,63.9,484,60.4,28,5.5
2013,30,4,Montana,White,Total,White,734,473,64.4,450,61.3,23,4.8
2013,30,13,Montana,Hispanic or Latino ethnicity,Total,Hispanic,20,13,62.2,12,57.9,1,7
